DATE,ALT_SEASON,date,bitcoin_price,1m_return,3m_return,6m_return
2023-03-15,0.16,2023-03-15,24758.765085827567,22.8051044039576,4.651272602247425,4.345188497915697
2023-03-14,0.22,2023-03-14,24178.95532797469,23.678373565297363,7.186516310713875,7.073794786780296
2023-03-13,0.2,2023-03-13,22095.71339833569,36.95387681706619,17.02778012197299,17.250018907292386
2023-03-12,0.22,2023-03-12,20521.55615175117,44.52107782451353,28.984281154274406,27.633271275363256
2023-03-11,0.2,2023-03-11,20195.2289502733,40.38581619282131,31.25827866311093,27.520012187041342
2023-03-10,0.22,2023-03-10,20376.320007428807,37.25799377345118,29.298345017806504,26.541070764641937
2023-03-09,0.24,2023-03-09,21712.65119391273,28.655125822131456,25.349112467334578,18.959976569709447
2023-03-08,0.24,2023-03-08,22217.209884905325,26.221895241405548,16.092957773951877,16.844538292365673
2023-03-07,0.22,2023-03-07,22415.113659694827,25.79548232203539,21.861740262349283,15.340288857270767
2023-03-06,0.24,2023-03-06,22421.885805853268,25.6599492932043,20.71407179078808,15.121139755725066
2023-03-05,0.2,2023-03-05,22348.32991538815,24.463110382558884,21.922936454841512,16.015009192819928
2023-03-04,0.24,2023-03-04,22367.43302246967,26.239379863456925,19.924809756086304,22.040206451309686
2023-03-03,0.32,2023-03-03,23464.33654185282,21.456426360982682,16.114403731733784,18.18149507889666
2023-03-02,0.26,2023-03-02,23634.333489123786,20.658298838051394,17.26122321275989,10.471783923772794
2023-03-01,0.28,2023-03-01,23155.543746825795,21.098961815276795,19.883803928059486,12.641350440297883
2023-02-28,0.28,2023-02-28,23518.12390627588,20.736662045656495,19.5261730044205,10.561606958710911
2023-02-27,0.32,2023-02-27,23541.115854493557,15.930570962464774,14.048289407945092,10.632122836767799
2023-02-26,0.32,2023-02-26,23157.038107459524,17.38245380869452,15.377395976064712,12.859572684717469
2023-02-25,0.3,2023-02-25,23172.286538018925,21.043169099931713,14.255482984363965,14.145009303319389
2023-02-24,0.34,2023-02-24,23951.11098423326,15.527832995771295,9.96963341006316,8.695063973122231
2023-02-23,0.34,2023-02-23,24146.101364545222,14.285508586885886,12.742580409177284,8.170696230683848
2023-02-22,0.36,2023-02-22,24417.38703630947,16.555203352561556,10.043249025109269,7.139639392685138
2023-02-21,0.36,2023-02-21,24786.665940845705,10.742021118596657,8.017069772762152,5.317829727878354
2023-02-20,0.38,2023-02-20,24284.478003714703,16.388087922659402,11.568348709628085,7.240675516539108
2023-02-19,0.44,2023-02-19,24642.79087073843,13.336057915031873,9.096291895709086,7.542962195034897
2023-02-18,0.4,2023-02-18,24628.82455217312,14.446560746940174,8.989986257177819,16.750180099745982
2023-02-17,0.34,2023-02-17,23756.907281577434,14.104886895464851,15.29266493657644,22.78740684264573
2023-02-16,0.3,2023-02-16,24307.875101631602,12.994976792464419,11.168553651599588,20.95087160546425
2023-02-15,0.34,2023-02-15,22220.070997481067,13.236685969061067,22.536932603165027,31.795122153586462
2023-02-14,0.34,2023-02-14,21807.834274723064,12.211427077900726,23.404300189527394,34.86961568061351
2023-02-13,0.34,2023-02-13,21779.87440384417,13.677262902203058,23.040775050313457,34.97253210161728
2023-02-12,0.36,2023-02-12,21889.432080049624,10.45949131778423,22.377274558589644,34.420202444607796
2023-02-11,0.34,2023-02-11,21630.132979576298,2.1524621193915294,24.940358687656826,36.77903924730632
2023-02-10,0.34,2023-02-10,21820.886508092775,-5.95452598069156,26.666409981487394,36.47273982295107
2023-02-09,0.24,2023-02-09,22947.50782856846,-11.993802982251156,20.30670993627135,27.15170627612902
2023-02-08,0.28,2023-02-08,23294.9136483527,-12.528888000966177,18.896172802873366,24.680455201564634
2023-02-07,0.44,2023-02-07,22786.483006387727,-4.712582508559882,25.56320863379373,27.47382054914098
2023-02-06,0.28,2023-02-06,22946.286578591233,-3.1773188711333056,25.892880081413615,26.76533950877491
2023-02-05,0.28,2023-02-05,23340.34958553934,-3.96410483250752,26.477635481775287,25.003057429189802
2023-02-04,0.3,2023-02-04,23451.577650774634,-4.3907146045987,23.004353430589887,24.284330482477735
2023-02-03,0.2,2023-02-03,23539.676770196525,-5.061016200174572,23.14663994431414,25.47797506006637
2023-02-02,0.18,2023-02-02,23725.161796142238,-5.722737679678691,20.77637395916929,23.215751347726577
2023-02-01,0.22,2023-02-01,23137.323554088376,1.4133570246358973,21.559008715452887,26.539077615566818
2023-01-31,0.26,2023-01-31,22840.385858797104,3.4760692539740567,28.553240716449757,28.52999913138399
2023-01-30,0.26,2023-01-30,23797.460894881242,-2.6974186485312024,22.777569320828682,23.18161805826826
2023-01-29,0.28,2023-01-29,23022.23299135344,2.1539653217334864,27.44200359960174,26.834977355403254
2023-01-28,0.26,2023-01-28,23082.858382122955,1.9852717752040228,27.72907590953313,27.209864661821868
2023-01-27,0.28,2023-01-27,23024.74618081709,0.5745641042186778,23.13791039407036,26.919855710420173
2023-01-26,0.24,2023-01-26,23180.422697874263,-0.035099273043381896,22.306735377059915,25.903234351865656
2023-01-25,0.24,2023-01-25,22610.010598272846,5.931445189427986,21.67900391989597,32.940922730087905
2023-01-24,0.22,2023-01-24,22984.87497643721,5.052132714658808,20.107585427172616,29.25959339108406
2023-01-23,0.3,2023-01-23,22736.66142892971,7.392138958630201,22.54059704660909,31.570251955707505
2023-01-22,0.3,2023-01-22,22771.023287021784,8.851787767362772,19.88990035452265,30.811168013396404
2023-01-21,0.24,2023-01-21,22705.83367889906,6.952593536711693,24.441932625108585,31.77175197077322
2023-01-20,0.26,2023-01-20,21081.671022204326,16.892018876413296,36.769127413346126,41.582857644765255
2023-01-19,0.2,2023-01-19,20726.844969426445,18.825728607042546,46.505192721483944,45.45320391830854
2023-01-18,0.2,2023-01-18,21156.78393116713,12.289785436528145,39.28137624854378,42.92027977183217
2023-01-17,0.26,2023-01-17,21175.33773662521,14.793328937504047,43.113691463679245,43.08140808409242
2023-01-16,0.22,2023-01-16,20853.230569490253,6.5545739948351,45.35954886533538,45.3579468520281
2023-01-15,0.24,2023-01-15,21019.20661402266,3.7519382875958796,44.95508446196166,49.60609859599956
2023-01-14,0.26,2023-01-14,19941.780543296303,9.217300614441704,52.46896959259841,52.480949473600404
2023-01-13,0.24,2023-01-13,18866.810330617045,16.020841342362303,58.50129497613325,62.29989972012693
2023-01-12,0.34,2023-01-12,17996.832553741606,20.188554930346992,68.1459002246331,68.88683636752786
2023-01-11,0.4,2023-01-11,17436.90232978116,25.14198964585608,70.08740185588789,73.0231097638883
2023-01-10,0.38,2023-01-10,17194.90932945318,33.455241832893215,64.88157309028226,76.00672830194945
2023-01-09,0.38,2023-01-09,17074.61539572674,36.43009290963421,63.799461357441146,77.54581699063408
2023-01-08,0.34,2023-01-08,16950.861521853905,34.42669552229096,64.79657200216322,76.923486234346
2023-01-07,0.3,2023-01-07,16960.23206247515,35.294649825932225,65.3455169905019,79.74278690367531
2023-01-06,0.3,2023-01-06,16832.098988497855,38.66571009051736,67.52040467747955,82.83889634564115
2023-01-05,0.34,2023-01-05,16855.1747387671,39.135772925781254,67.16130666632485,84.71901725170609
2023-01-04,0.38,2023-01-04,16677.646185850346,41.145078315476354,66.78268756443073,83.31056272682686
2023-01-03,0.34,2023-01-03,16674.342536301097,42.285440907136596,69.34106203868085,83.41724438678806
2023-01-02,0.34,2023-01-02,16615.969318012816,39.24751009864937,71.51539033087808,83.4426923796812
2023-01-01,0.32,2023-01-01,16540.693624776803,38.086022127777056,72.40380226239415,84.19185523910964
2022-12-31,0.3,2022-12-31,16604.020520373393,43.323485210593326,68.8815250841288,81.18188428128552
2022-12-30,0.3,2022-12-30,16644.379087037905,38.31836484235329,70.59811983201072,84.40787845291928
2022-12-29,0.32,2022-12-29,16538.906094001977,39.56702003703991,65.01302967641385,83.11673633030739
2022-12-28,0.32,2022-12-28,16701.840210667935,37.85754078829311,62.75032701239931,82.34372135211372
2022-12-27,0.34,2022-12-27,16900.081871938084,37.16160000600017,65.96647395601278,80.69626464556734
2022-12-26,0.32,2022-12-26,16842.177039905502,34.246365803548784,64.29110935561147,81.86036330554809
2022-12-25,0.34,2022-12-25,16848.568708323422,36.42034153964882,63.785394629651535,77.67462996403336
2022-12-24,0.36,2022-12-24,16791.45543916491,35.406138623921876,69.48938831813314,79.26834828908515
2022-12-23,0.36,2022-12-23,16824.790162441503,35.34209382209259,63.14768009459739,68.38778460994675
2022-12-22,0.4,2022-12-22,16816.85370118997,35.018321990232806,68.07091333929101,59.2413654620062
2022-12-21,0.38,2022-12-21,16899.331969046758,24.748546633784365,65.26788031796795,55.82327501404629
2022-12-20,0.4,2022-12-20,16422.562273279298,26.209568424962093,71.63486539626138,61.36973026037964
2022-12-19,0.38,2022-12-19,16742.816663834055,26.363349464774522,61.90700004533633,57.24549935688672
2022-12-18,0.44,2022-12-18,16806.48559206152,25.9950369792201,63.42903862544378,52.11151369422817
2022-12-17,0.42,2022-12-17,16623.75782614431,25.442338534878207,51.357306095669486,51.03537334015682
2022-12-16,0.36,2022-12-16,17338.358126632633,21.229510086863712,41.137251149875276,49.21947205055142
2022-12-15,0.4,2022-12-15,17808.71617265881,11.977642576573388,39.0261085964128,45.4925918955285
2022-12-14,0.36,2022-12-14,17784.162894053265,6.087705353428818,35.95779273962758,45.72842169054747
2022-12-13,0.42,2022-12-13,17179.596038203494,4.757018230933752,28.61602420219822,50.5164780049721
2022-12-12,0.44,2022-12-12,17101.038019732932,1.9639995517270359,20.00181584340841,54.78347953769651
2022-12-11,0.42,2022-12-11,17125.364927688952,0.40609004279836824,17.925831277445493,54.78741623393943
2022-12-10,0.4,2022-12-10,17149.824203925327,-0.4385398200255075,18.813579457945618,53.62399189554019
2022-12-09,0.38,2022-12-09,17235.014157992136,-1.6486939525167998,25.97988603243615,57.91466902901832
2022-12-08,0.38,2022-12-08,16851.30346863184,0.6464104930878234,31.84267867623385,53.06006528364722
2022-12-07,0.32,2022-12-07,17085.64314125141,-1.48396025047135,31.19268308710015,59.87368670680904
2022-12-06,0.38,2022-12-06,16973.372577553495,-0.6963721455257921,32.10035721189071,59.463720040649235
2022-12-05,0.36,2022-12-05,17149.93175096291,-2.753862650713157,30.311480184948046,58.87958317925761
2022-12-04,0.34,2022-12-04,16923.38287008033,-1.4715753681819987,32.16880569436351,58.50318878585681
2022-12-03,0.36,2022-12-03,17084.87334047068,-2.7445566210147043,37.33983316265186,59.4713283629712
2022-12-02,0.36,2022-12-02,16972.73406077455,-2.545496998013008,39.24882935475178,63.28488061083062
2022-12-01,0.36,2022-12-01,17186.502572066118,-3.3891831642317682,34.730982349261616,61.52062670993723
2022-11-30,0.4,2022-11-30,16441.979978419113,1.2309898739960135,43.03705476557291,70.96671753952637
2022-11-29,0.46,2022-11-29,16222.210728731225,1.9522330868865678,45.11657041169974,65.50296620201973
2022-11-28,0.46,2022-11-28,16459.149543755877,1.4745030796814662,40.69401366029044,62.32908925545186
2022-11-27,0.44,2022-11-27,16456.156062496684,2.6976276097253393,40.81226776177817,60.88573663245549
2022-11-26,0.5,2022-11-26,16524.449007720887,1.9227753496419808,44.9434772260324,59.39381055726622
2022-11-25,0.46,2022-11-25,16596.03575847268,1.5216462143486043,45.49318714391206,64.03277350559986
2022-11-24,0.5,2022-11-24,16608.00998544357,1.1045601121514759,47.02175069566184,61.787511239102486
2022-11-23,0.48,2022-11-23,16171.628978315088,4.038932534268835,53.272536576758725,65.56050277659986
2022-11-22,0.4,2022-11-22,15814.335280855257,6.339301668583919,53.559903545951435,71.32424866631565
2022-11-21,0.48,2022-11-21,16304.07685562355,3.650958706183327,51.14496263085706,64.89354961742022
2022-11-20,0.5,2022-11-20,16712.729525794817,-1.7362050409998497,47.36566228849941,60.613815076034584
2022-11-19,0.5,2022-11-19,16707.022778986535,0.2142445444710983,42.19713228294619,63.94286327239751
2022-11-18,0.48,2022-11-18,16718.361228055077,0.5271112569248837,45.396278798190835,61.63494020319611
